text_manual_replaced,label
aku tetap dukung perintah punya waspada dari richard kan bukan ahli farmakologi juga bukan juga seorang dokter ahli yang kompeten observasi me research kandung obat kan hanya dokter ahli cantik bagaimana bisa ban sendiri hanya dasar analisa sendiri tapi buat apa paham apa yang sudah laku mereka jangan gegabah juga dok dari richard salah menahami maksud tulis berita kompas tersebut budi kata farmasi tersebut bisa bukti sendiri bahwa obat tersebut aman maksudnya bukan mereka sendiri yang harus bukti tapi sudah lalu usaha uji coba bantu b pom jenis bisa nyata aman maksudnya jadi aku pikir jangan asal tertawa dulu mereka lebih ahli aku harap bisa harga profesi bidang masing bukan buah konten tapi tidak bisa tanggung jwbkan masyarakat yang awam nyata lebih percaya dokter ahli cantik sehingga tetap obat yang sudah dalam warning tersebut jika obat syrup sementara dianggp berbshaya ganti dengan bentuk tablet saja kok kenapa harus jadi bingung waspada perlu masih dalam teliti tanya aku apkah dukung milik farmasi tersebut toch juga bisa nyinyir beberapa cream awat yang katskan bahaya kandung bahan bahaya hydroquinon mercury paraben dalam tersebut aku bisa percaya olh hasil temu karena laku test langsung cream awat tersebut walaupun mungkin masih ratus cream yang milik ksndungan bahaya tersebut toch anda tidak laku uji terhadp semua cream yang sebar indonesia tersebut hati dalam buat konten,0
enggak kejut kalau enggak indonesia,0
gini ini kalau nyuruh bukan sama ahli nya jadi nya acak acak,0
anak selalu pakai obat paracetamol kalau batuk sama obat turun panas termorek hadeeh semoga anak sehat baik terimakasih dok jelas memberitahu obat an yang bahaya tym,1
biasa konsumsi minum kemas dampak gagal ginjal dok aku miris lihat orang tua mudah beri anak minum kemas notabene beri lebih banyak dar minum obat hanya minum sakit kadang aku tegur akan dalih ini dok anak rewel,-1
bpom anda becus kerja anjing,-1
kemarin covid sekarang obat gagal ginjal kenapa lagi indonesia,-1
teelalu tele gblk,0
siapa sih yang enggak tahu kalau india jorok,-1
mengapa penting nya suatu urus serah ahli jangan mudah salah suatu pihak,1
terimakasih dokter sedikit tenang anak ada bawa step kali kena mau mau memang minum obat sirup kalau demam selalu sedia paracetamol ibuprofen sirup entah habis berapa botol sirup sampai nang dengar berita sebut bingung bagaimana kalau anak demam mau tidak kasih obat apa dok kalau minum obat tablet gerus nang dok bisa bikin anak trauma kalau minum obat gerus biasa tidak campur man obat tanya apakah man obat jual bebas apotek aman dok,0
oke dok mantap atas jelas sangat detil banget terima kasih dok iya,1
anak panas kalau enggak minum obat bawa dukun saja kali dok heraaaaan heraaaaan,-1
dok terimakasih informasi semoga anak selalu lindung allah amin,1
jabat negara neng bau dada dok padahal bukan bidang contoh dadak mengasih atur enggak jelas wkwkwkwkwkwk,-1
inti tetap harus hati perlu cek kalau periksa ulang ulang nyawa bossssss,0
tahu ini bisnis besar buat resah masyarakat biar pada lari di sirup,-1
gara gara vaksin,0
dari ingin tanya yang tinggal karena gagal ginjal dari ekonomi sedang bawah apa gol atas soal kalau yang dari masyarakat biasa pola jajan luar yang kurang baik banyak minum kemas luar apa enggak curiga sana maaf bila salah,-1
salute dok sama analisa dokter dulu pernah kerja buah usaha farmasi tsp turut kasus yang sekarang sedang masalah baik cara babi buta tarik semua produk obat semua obat di produksi bukan dar timbang untung usaha lebih titik rat nilai nilai manusia jaga sehat obat masyarakat semoga masalah segera di temu dan solusi,1
ujung ujung juga seperti vaksin,0
tuju banget dok jelas dulu apa obat makan banyak faktor harus teliti terimakasih dokter atas edukasi informasih iya,1
dari infokn yang baik untuk maayarakat jujur dankeikhlasan mulia,0
di kasih tapi jangan lebih kalo sembuh henti minum obat nya,1
aku sih ragu gara semua obat ada berapa ratus ribu jiwa anak indonesia kok tiba jedar sekarang berita kan bikin panik emak apa bukan karena lain sedang juga di teliti dalam duga,-1
menonton video aku jadi sedih utama dokter sebut obat untuk kejang tuhan enggak bayang bagaimana asa orang tua yang punya anak milik butuh obat enggak bayang juga bagaimana pasien yang gantung pada obat iya tuhan semoga semua selalu sehat semua anak utama semoga cepat tahu gagal ginjal jangan tebak buah manggis begini kasihan yang milik butuh obat,1
akibat tri sehat ketua bpom pegang bukan ahli lihat bingung tidak berani ambil tindak ketua bpom lulus teknik lingkung kok jadi ketua bpom bpom teknik kimia apoteker teknologi pangan terus menkesnya fisika nuklir kok jadi tri sehat menkes profesor fakultas dokter sehat masyarakat lihat kerja plonga plongo tidak ambil tindak cepat panteslah amburadul,-1
perintah harus tanggung jawab atas segala resiko yang kena anak akibat minum sirup,-1
aneh sebelum ijin edar kan uji sampel dulu kok lolos mana bpom,-1
bingung sama kemenkes,-1
indonesia suka heboh,1
dokter hufagrip aman buat anak soal naak says batuk flu pilek,1
minum obat selalu pakai paracetamol kecil sampai sudah bapak bapak minum obat nya selalu paracetamol alhamdulillah sampai sekarang enggak gagal ginjal dulu saja pas aku kecil sudah enggak di dunia,1
mnurut aku bukan cuma karena sirup tapi karena mknan yang tidak sehat cik minum jadi kalau masalah obat kan indak mungkin sekali minum langsung kna ginjal kan dok biasa yang keter gantungann baru percaya,0
dokter kok model gini comment sih sok ignorant banget apa enggak baca berita enggak anak tinggal urgent dong pasti heboh dong bilang ikut alih issue terlalu berlebihan woi korban lebih banyak dari gambia dokter bodoh banget apa enggak baca memang sudah laku investigasi sendiri akan paling tahu yang bilang cerdas otak sama mereng cuma numpang viral saja deh urus ncik dempul muka saja deh,-1
bpom tanya sih kalau gini kerja bagaimana lama kok lolos,-1
hanya obat yang teliti padahal gagal ginjal besar sebab kratindeng xtrajs banyak minum indonesia yang bahaya misal minum cair kemas makan ringan cemar polutan air minum dari sumur air mineral kemas semua di cek tidak hanya cek obat,-1
jelas semua gara gara vaksin anak,0
aduh dokter mana anak kemarin ada larang minum termorex semoga apa,-1
obat vitamin apa entah tablet sirup kapsul berat kerja hati ginjal bantu ginjal hati tidak berat saran banyak minum air putih mineral banyak minum air saja mom jangan makan berita aneh,-1
et sama deg kan memang racun,-1
suara dokter richard itu khas banget biarpun wajah enggak lihat suara kenal orang sudah jadi selebriti repot privasi jadi kurang semangat sukses terus iya dok buat edukasi masyarakat,-1
resah dok ibu apa musim sakit batuk filek sekarang,-1
lagi daunnan cuma sayang nya sudah langka,-1
yakin bukan obat obat gagal ginjal akut,0
undang saja menkesnya biar jelas,0
turut anak sekarang suka minum kemas jajan an sembarang permen aneh perlu teliti seperti minum kemas jajan permen,1
pengin banget ketemu dari richard terus pengin luk bilang terima kasih dong atas semua edukasi,1
kalo kata aku dok pasti tarung politik yang mengorbankan anak anak indonesia obat dikambinghitamkan,1
mkasih dari informasi nya,1
yang benar mana ini lebih percaya sama ini dokter apa keteramgan bpom kok beda informasi kontradiktif,-1
lah jadi karena lain obat dokter pikir kayak orang awam heran knapa apa apa sambung sambungin sipppp pak dokter juga mikirnya begitu fungsi nya bpom apa iya,1
bukan pengaruh vaksin,0
pabrik prindapan memakai etilen glikol dietilen glikol pakai buat neken bajet buat obat padahal yang lebih aman contoh gliserin propiln glikol memang harga lebih mahal dikit ketimbang etilen glikol,-1
memang bpom sekarang asal beri beri nomor saja periksa,0
alhamdulillah nya kecil enggak tahu memang punya pikir takut sama obat kimia sama takut dosis lebih ngebuat rusak organ tubuh jadi hampir enggak pernah minum obat kecil sampai sama jadi sakit apa bodrexin apa sakit aneh sembuh mamak ku saja sampai bingung sudah gede bodrexin saja nah sampai pernah sakit parah hari kalau enggak salah pas sama baru pertama kali minum bodrex buat orang dewasa pun cuma tengah tadi aku takut dosis sekarang pas sudah kerja sempat demam berat kemarin jadi tanggung jawab kerja jadi mau enggak mau minum obat resep dokter biar sembuh lanjut kerja besok sih alam ku karena dulu pas sama aku sempat ajarkan sama guru ipa seko kata obat dosis awal nya cuma satu terus lanjut sakit minum lah biasa satu eh kok kayak enggak mempan minum lah baru bereffect pas sakit ngulang minum enggak mempan akhir minum lah tiga terus begitu padahal kata ibu guru waktu minum saja satu pas sakit lanjut enggak mempan satu enggak perlu di terusin jadi minum jangan tunggu saja reaksi nya mungkin lebih lambat hingga besok minum satu itu cara aman kata bu guru ku enggak gantung obat nama ibu guru ku bu ica dari sama dan babat toman,-1
indonesia latah cocoklogi zambia jauh banget hubung hubung covid heboh wuhan bawa indonesia bobrok birokrasi gubernur dki pura pura tidak tahu ini hampir ada berita covid tv pers corrupted,-1
yang bikin heboh wartawan dok,0
pecat tri,-1
naaaaaachhh sepakat dengan argumen nya pak dokter begini cerita group wa banyak yang menshare larang beberapa list obat sirop anak pun meminta pada untuk tidak beri obat an sirop pada anak nya betul cucu semua yang urus rawat orang tua posisi tidak indonesia anak mulai pengaruh tanya balik pada anak baru sekarang tahun obat sirop tersebut larang beberapa obat sirop yang sudah dari dulu konsumsi misal nya obh tempra paracetamol kalo obat tersebut masalah shrusnya semua sudah kena dampak nya dari dulu kah bukankah obat tersebut sudah teliti lebih dulu bpom sebar luas dagang di toko obat bukankah bpom isi nya orang yang ahli dalam dunia farmasi mengapai saja lama kerja dari orang yang duduk di badan bpom kok aneh iya apa jangan unsur politik di cara milu sebentar lagi langsung ada yang selubung yang tidak tahu dengan produsen obat an tersebut berani sumpah atas nama allah pak dokter poin tersebut atas utara pada anak aku kata pada anak memang rakyat kecil bukan rakyat yang bodoh nak jangan mau bohong oknum yang mungkin punya penting khusus pada produsen buat obat tersebut jangan ikut an buat panik nak entar yang ada bahkan balik anak kalian cucu aku sakit lalu kasih obat asal an saja yang penting bukan upa sirop akhir anak kalian jadi korban bodoh selaku orang tua ketika cucu balita sakit ini pak dokter cerita pergi apotik mau beli obat batuk sirop anak yang sudah biasa keluarga konsumsi eeeeeeh sudah tarik dari edar pak coba lari minimarket nyata sama bodoh paksa ke toko herbal cari obat batuk yang khusus untuk balita saran pramuniaga obat ramu buat daun buah saga sayang aroma nya jamu an cucu kecil tidak suka naaach macam laah yang bikin kita orang tua jadi pusiiiing pak dokter kalau pribadi akan mau percaya saja hal yang sedang viral pak yang viral tersebut tidak masuk logika walau kadang logika orang lanjut usia seperti aku suka anggap dangkal banyak orang,0
dok kalau enggak termorex ganti termos es lah,0
komik anak enggak mohon jawab nya,0
sanmol paracetamol rhinos sirup siii perintah sampai sekarang normal kokk enggak saked aelahhhhh cek dulu benaran semua jangan tarik dulu,-1
alih isu saja kalau kata aku mah,0
sih judul semua jenis obat terus apa dokter apoteker dan jajar kalau semua bahaya,1
dok anak ku dari yang nomor pakai unibebi caugh sama vometa sirup alhamdulillah baik benar enggak sih mmgnya sekali minum berapa botol hingga gagal ginjal resah sekali,-1
anak pakai babycough bahkan sembuh panas sama batuk nya,1
kayak obat yang sebut umum pakai tapi masa iya obat bahaya apa enggak cek dulu sama bpom edar mungkin jadi yang agak aneh obat biasa nya minum enggak apa-apa jadi sekarang enggak,1
minggu kemarin anak ku minum hufagrip jadi pikir semoga anak aku anak indonesia sehat selalu amin,1
sekarang baya bumbu istan juga hati anak kan suka banget jajan yang begitu an,1
lucu orang pintar indonesia jaman sekarang saking pinternya jadi kayak dagel semua enggak jelas,1
laki dokter bukan ibu ibu juga menonton,0
enggak aneh turut ini jadi sempat buat ajang bisnis obat sirum dulu aman saja tapi gara-gara kemenkes lihat ini jadi bisnis,1
kalo mnrtku sih bukan gara obatny dok tapi lebih ke gaya hidup banyak anak balita yang hari minumny minum kemas mknan yang enggak sehat,1
warung sembilan bahan pokok juga bnyakk dari yang jual obat syrup enggak ijin nya juga lagi,0
amerikasss,0
indonesia apa mungkin infeksi dok perlu telusur jangan tanya pernah minum obat apa,0
seru ini dari boyke blusukan semoga jadi menkes ri suatu nanti deh,1
obat indonesia bahan baku banyak impor dari india bisa rebranding produk india,0
dari richard meminta daftar obat sirup lengkap yang larang,0
baru informasi yang benar masa obat dulu edar indonesia sekarang baru larang woi bpom mengapai saja,-1
hilang covid sekarang kasus seperti ini padahal dari dulu sebelum covid sudah edar kali bpom jua saja mencari sirup batuk ibu anak sudah tidak di apotik roxy padahal itu bagus dari aku kecil selalu pakai itu qllo batuk,-1
alhamdulillah berthn kami keluarga sudah move on obat hanya ikhtiar sehat alami dengan bioglass,1
kok sekarang baru tahu lalu apa tugas bpom,1
enggak mengerti kok baru sekarang heboh banyak obat yang boleh memang kalau sakit obat apa msu kasih heran nih apa mau awal awal dong teliti,-1
yang jelas obat nya teliti dulu anak sudah lanjur minum obat sirup yang larang kita ibu takut kasih anak obat jadi harus bagaimana lebih baik teliti uji komposisi aman apa enggak dulu obat yang jual di apotik dokter,0
betul dok jadi anak lou batuk bingung obat apa,1
kalau enggak heboh bukan indonesia dok terima kasih dokter richard selalu edukasi semoga orang pikir cerdas tidak mudah giring opini yang meresahka,1
tertawa bae dokter,0
bahkan jadi mengakak lihat dokter fix enggak sakit kitaaaaaa,1
gagal kantong enggak lama,-1
toloooooong he orang she but said toloooooooooong iya,0
bpom colong lolos,0
mungkin industrial ethylene glycol ganti pharmaceutical grade ethylene glycol bagai larut silap fatal,-1
obat sirup di larang,0
dkter hbt mah suka kalo punya dkter cerdas kayak gini,1
dokter cocok se kali jadi menkes,0
cek dulu obat baru amplop oke mengerti kan,1
enggak peduli sudah biasa lihat warga negara kena wabah ikut cepat heboh eeh sekarang petinggi sama gagap sosmed atau gagap informasi sih aku enggak peduli terima kasih dari richard kasih edukasi yang logis,-1
bpom nya kurang piknik,0
bpom bubarkan indak ramai indak ketat kerjaaaa apaaaan tuh,-1
terimakasih banyak dokter atas pencerahanya aku jadi plong dengar jelas dari dokter ssehat selalu dok,1
turut makan minum yang makin kesini makin macam juga berpengaruh sih apalagi jajan sekolah yang kadang warna sama man buat enggak kira kadang anak enggak mau minum banyak air putih mkanan junk food sangat gari mungkin juga yang enggak sadar sama orang tua naah betul pas anak demam sakit minum obat yang kena tuduh cuma obat come on mom dad lebih sadar lagi mulai dari yang sederhana makan minum anak edukasi anak tidak lebih konsumsi makann minum kurang sehat aplgi anak rentan organ,1
rata anak yang tinggal obat batuk demam sirup aku henti dulu obat yang bentuk sirup karena anak yang tinggal beda provinsi ada kandung kimia obat yang bentuk sirup untuk aman ini henti dulu kalau anak sakit lebih baik kasih obat herbal habbatasauda minum air daun binahong yang seduh dengan air hangat,1
tataniga obat sirup indonesia mau dkuasai mereka yang min portir naga naga,0
dok obat tablet yang gerus kan pahit banget buat anak kalau campur sirup minum boleh biar manis,0
semoga anak indonesia kuat,1
ayo bun balik jaman tradisional kalau anak sakit bantu redain pakai daun saga kalau demam di bantu dengan parut bawang merah yang di campur sedikit minyak ton terus balurin badan anak benar banyak metode tradisional yang melupakan dari jaman kakek nenek nah sekarang mulai deh ayo balik lagi jaman,1
